Date,Event,Opponent,Map,Win Round,Lose Round,Result,Opponent Tier
23 ,Gamers,FranceLooking4Org,Ancient,16,7,W,3
23 ,Gamers,FranceLooking4Org,Anubis,16,10,W,3
23 ,Gamers,Bulgaria500,Overpass,19,16,W,3
23 ,Gamers,PortugalGTZ,Ancient,16,6,W,3
23 ,Gamers,EuropeSprout,Ancient,16,14,W,2
23 ,BLAST.tv Paris Major ,UnitedtheBreach,Vertigo,4,16,L,3
23 ,BLAST.tv Paris Major ,UnitedtheBreach,Overpass,8,16,L,3
23 ,BLAST.tv Paris Major ,UnitedtheBreach,Inferno,16,12,W,3
23 ,BLAST.tv Paris Major ,EuropeG2,Vertigo,16,13,W,1
23 ,BLAST.tv Paris Major ,EuropeG2,Ancient,16,11,W,1
23 ,BLAST.tv Paris Major ,EuropeG2,Inferno,16,19,L,1
23 ,BLAST.tv Paris Major ,EuropeGamerLegion,Overpass,11,16,L,2
23 ,BLAST.tv Paris Major ,UkraineMonte,Vertigo,17,19,L,3
23 ,BLAST.tv Paris Major ,EuropeNinjasinPyjamas,Nuke,16,11,W,1
23 ,IEM Rio ,EuropeOG,Vertigo,5,16,L,1
23 ,IEM Rio ,EuropeOG,Mirage,6,16,L,1
23 ,IEM Rio ,SouthAmerica9z,Ancient,16,12,W,3
23 ,IEM Rio ,SouthAmerica9z,Overpass,16,3,W,3
23 ,IEM Rio ,SouthAmerica9z,Nuke,9,16,L,3
23 ,IEM Rio ,BrazilFURIA,Ancient,15,19,L,1
23 ,BLAST.tv Paris Major ,UkraineB8,Ancient,16,13,W,3
23 ,BLAST.tv Paris Major ,UkraineB8,Nuke,11,16,L,3
23 ,BLAST.tv Paris Major ,UkraineB8,Vertigo,16,8,W,3
23 ,BLAST.tv Paris Major ,Russia1WIN,Overpass,16,12,W,3
23 ,BLAST.tv Paris Major ,UnitedKingdomViperio,Vertigo,22,20,W,3
23 ,IEM Dallas ,EuropeOG,Ancient,12,16,L,1
23 ,IEM Dallas ,EuropeOG,Vertigo,16,8,W,1
23 ,IEM Dallas ,EuropeOG,Mirage,6,16,L,1
23 ,IEM Dallas ,EuropeNinjasinPyjamas,Ancient,19,17,W,1
23 ,IEM Dallas ,EuropeNinjasinPyjamas,Overpass,10,16,L,1
23 ,IEM Dallas ,EuropeNinjasinPyjamas,Vertigo,16,14,W,1
23 ,IEM Dallas ,RussiaSpirit,Overpass,16,14,W,1
23 ,IEM Dallas ,RussiaSpirit,Vertigo,16,7,W,1
23 ,IEM Dallas ,SwedenGODSENT,Anubis,9,16,L,2
23 ,IEM Dallas ,SwedenGODSENT,Overpass,16,13,W,2
23 ,IEM Dallas ,SwedenGODSENT,Ancient,10,16,L,2
23 ,BLAST Premier Spring Showdown ,Poland9INE,Nuke,12,16,L,3
23 ,BLAST Premier Spring Showdown ,Poland9INE,Overpass,16,13,W,3
23 ,BLAST Premier Spring Showdown ,Poland9INE,Vertigo,6,16,L,3
23 ,ESL Pro League Season ,BrazilFURIA,Anubis,13,16,L,1
23 ,ESL Pro League Season ,BrazilFURIA,Ancient,13,16,L,1
23 ,CCT North Europe Series ,PolandLetuscook,Mirage,14,16,L,3
23 ,CCT North Europe Series ,PolandLetuscook,Vertigo,6,16,L,3
23 ,CCT North Europe Series ,PolandLetuscook,Nuke,19,15,W,3
23 ,ESL Pro League Season ,TurkeyEternalFire,Nuke,16,13,W,3
23 ,ESL Pro League Season ,TurkeyEternalFire,Overpass,19,15,W,3
23 ,ESL Pro League Season ,TurkeyEternalFire,Inferno,9,16,L,3
23 ,ESL Pro League Season ,MongoliaIHC,Nuke,16,5,W,3
23 ,ESL Pro League Season ,MongoliaIHC,Overpass,17,19,L,3
23 ,ESL Pro League Season ,MongoliaIHC,Inferno,16,9,W,3
23 ,ESL Pro League Season ,EuropeG2,Inferno,9,16,L,1
23 ,ESL Pro League Season ,EuropeG2,Nuke,16,4,W,1
23 ,ESL Pro League Season ,EuropeG2,Vertigo,8,16,L,1
23 ,ESL Pro League Season ,TurkeyEternalFire,Nuke,16,11,W,3
23 ,ESL Pro League Season ,TurkeyEternalFire,Overpass,16,11,W,3
23 ,ESL Pro League Season ,TurkeyEternalFire,Anubis,11,16,L,3
23 ,ESL Pro League Season ,RussiaOutsiders,Vertigo,12,16,L,3
23 ,ESL Pro League Season ,RussiaOutsiders,Inferno,14,16,L,3
23 ,ESL Pro League Season ,BrazilMIBR,Overpass,16,12,W,2
23 ,ESL Pro League Season ,BrazilMIBR,Ancient,16,7,W,2
23 ,IEM Katowice ,NorthAmericaComplexity,Overpass,3,16,L,2
23 ,IEM Katowice ,NorthAmericaComplexity,Vertigo,16,9,W,2
23 ,IEM Katowice ,NorthAmericaComplexity,Inferno,8,16,L,2
23 ,IEM Katowice ,EuropeVitality,Nuke,13,16,L,1
23 ,IEM Katowice ,EuropeVitality,Mirage,16,8,W,1
23 ,IEM Katowice ,EuropeVitality,Overpass,13,16,L,1
23 ,IEM Katowice ,RussiaOutsiders,Overpass,19,16,W,3
23 ,IEM Katowice ,RussiaOutsiders,Mirage,8,16,L,3
23 ,IEM Katowice ,RussiaOutsiders,Vertigo,16,12,W,3
23 ,IEM Katowice ,BrazilMIBR,Overpass,16,9,W,2
23 ,IEM Katowice ,BrazilMIBR,Vertigo,16,11,W,2
23 ,IEM Katowice ,EuropeOG,Inferno,8,16,L,1
23 ,IEM Katowice ,EuropeOG,Mirage,6,16,L,1
23 ,IEM Katowice ,EuropeOG,Overpass,16,11,W,1
23 ,IEM Katowice ,UnitedStatesEvilGeniuses,Inferno,16,8,W,2
22 ,Elisa Masters Espoo ,GermanyBIG,Overpass,16,5,W,3
22 ,Elisa Masters Espoo ,GermanyBIG,Vertigo,16,4,W,3
22 ,Elisa Masters Espoo ,DenmarkAstralis,Overpass,19,16,W,1
22 ,Elisa Masters Espoo ,DenmarkAstralis,Mirage,16,9,W,1
22 ,Elisa Masters Espoo ,KosovoBadEagles,Inferno,16,12,W,2
22 ,Elisa Masters Espoo ,PortugalSAW,Vertigo,22,20,W,2
22 ,Elisa Masters Espoo ,DenmarkAstralis,Overpass,16,7,W,1
22 ,Elisa Masters Espoo ,NorthAmericaComplexity,Nuke,6,16,L,2
22 ,Elisa Masters Espoo ,Bulgaria500,Overpass,16,11,W,3
22 ,IEM Rio Major ,RussiaOutsiders,Mirage,8,16,L,3
22 ,IEM Rio Major ,RussiaOutsiders,Inferno,11,16,L,3
22 ,IEM Rio Major ,GermanyBIG,Mirage,16,7,W,3
22 ,IEM Rio Major ,GermanyBIG,Overpass,16,14,W,3
22 ,IEM Rio Major ,EuropeENCE,Nuke,16,7,W,1
22 ,IEM Rio Major ,DenmarkHeroic,Mirage,2,16,L,1
22 ,IEM Rio Major ,SwedenNinjasinPyjamas,Inferno,16,13,W,1
22 ,IEM Rio Major ,SouthAmerica9z,Nuke,16,14,W,3
22 ,IEM Rio Major ,SouthAmerica9z,Mirage,16,11,W,3
22 ,IEM Rio Major ,RussiaOutsiders,Mirage,14,16,L,3
22 ,IEM Rio Major ,RussiaOutsiders,Overpass,1,16,L,3
22 ,IEM Rio Major ,EuropeMOUZ,Ancient,9,16,L,1
22 ,IEM Rio Major ,EuropeMOUZ,Inferno,16,9,W,1
22 ,IEM Rio Major ,EuropeMOUZ,Vertigo,8,16,L,1
22 ,IEM Rio Major ,EuropeOG,Mirage,16,13,W,1
22 ,IEM Rio Major ,RussiaCloud9,Inferno,19,17,W,1
22 ,IEM Road to Rio ,Russia1WIN,Ancient,16,9,W,3
22 ,IEM Road to Rio ,Russia1WIN,Overpass,16,5,W,3
22 ,IEM Road to Rio ,TurkeyEternalFire,Overpass,16,11,W,3
22 ,IEM Road to Rio ,TurkeyEternalFire,Vertigo,16,10,W,3
22 ,IEM Road to Rio ,UkraineB8,Ancient,9,16,L,3
22 ,IEM Road to Rio ,EuropeFaZe,Nuke,17,19,L,1
22 ,IEM Road to Rio ,RussiaAurora,Overpass,16,4,W,3
22 ,ESL Pro League Season ,UnitedStatesLiquid,Ancient,10,16,L,1
22 ,ESL Pro League Season ,UnitedStatesLiquid,Overpass,16,9,W,1
22 ,ESL Pro League Season ,UnitedStatesLiquid,Inferno,13,16,L,1
22 ,GAM,EuropeSangal,Ancient,12,16,L,3
22 ,GAM,EuropeSangal,Inferno,12,16,L,3
22 ,GAM,EuropeSangal,Vertigo,16,10,W,3
22 ,GAM,PolandPACT,Ancient,16,9,W,3
22 ,GAM,FranceLDLC,Nuke,10,16,L,3
22 ,GAM,EuropeGenk,Nuke,16,11,W,3
22 ,SteelSeries Nova Cup Western Europe Fall ,EstoniaSC,Vertigo,16,10,W,3
22 ,SteelSeries Nova Cup Western Europe Fall ,EstoniaSC,Ancient,16,8,W,3
22 ,SteelSeries Nova Cup Western Europe Fall ,EstoniaSC,Mirage,10,16,L,3
22 ,SteelSeries Nova Cup Western Europe Fall ,CzechRepublicECLOT,Vertigo,16,6,W,3
22 ,ESL Pro League Season ,EuropeEndpoint,Overpass,16,10,W,2
22 ,ESL Pro League Season ,EuropeEndpoint,Ancient,16,8,W,2
22 ,ESL Pro League Season ,RussiaSpirit,Mirage,16,9,W,1
22 ,ESL Pro League Season ,RussiaSpirit,Nuke,16,11,W,1
22 ,ESL Pro League Season ,EuropeVitality,Mirage,11,16,L,1
22 ,ESL Pro League Season ,EuropeVitality,Inferno,12,16,L,1
22 ,ESL Pro League Season ,EuropeVitality,Nuke,16,6,W,1
22 ,ESL Pro League Season ,UkraineNatusVincere,Inferno,7,16,L,1
22 ,ESL Pro League Season ,UkraineNatusVincere,Mirage,8,16,L,1
22 ,ESL Pro League Season ,UkraineNatusVincere,Ancient,16,14,W,1
22 ,ESL Pro League Season ,SwedenNinjasinPyjamas,Overpass,16,4,W,1
22 ,ESL Pro League Season ,SwedenNinjasinPyjamas,Ancient,16,4,W,1
22 ,IEM Road to Rio ,RussiaK23,Ancient,16,14,W,3
22 ,IEM Road to Rio ,EuropeMonte,Nuke,16,3,W,3
22 ,IEM Road to Rio ,FinlandHAVU,Nuke,28,26,W,2
22 ,IEM Road to Rio ,FinlandHAVU,Mirage,16,14,W,2
22 ,IEM Road to Rio ,PolandAGO,Ancient,16,3,W,3
22 ,IEM Road to Rio ,UkraineB8,Nuke,16,4,W,3
22 ,IEM Road to Rio ,FranceFalcons,Overpass,14,16,L,3
22 ,IEM Road to Rio ,EuropeEndpoint,Overpass,16,14,W,2
22 ,REPUBLEAGUE Season ,Europeex-MADLions,Ancient,8,16,L,3
22 ,REPUBLEAGUE Season ,Europeex-MADLions,Nuke,16,10,W,3
22 ,REPUBLEAGUE Season ,Europeex-MADLions,Mirage,16,19,L,3
22 ,REPUBLEAGUE Season ,KosovoBadEagles,Ancient,16,12,W,2
22 ,REPUBLEAGUE Season ,KosovoBadEagles,Nuke,16,8,W,2
22 ,REPUBLEAGUE Season ,PolandMOUZNXT,Nuke,16,14,W,1
22 ,REPUBLEAGUE Season ,PolandMOUZNXT,Inferno,16,11,W,1
22 ,REPUBLEAGUE Season ,PolandMOUZNXT,Mirage,10,16,L,1
22 ,REPUBLEAGUE Season ,CzechRepublicSINNERS,Overpass,16,11,W,2
22 ,REPUBLEAGUE Season ,CzechRepublicSINNERS,Vertigo,11,16,L,2
22 ,REPUBLEAGUE Season ,CzechRepublicSINNERS,Mirage,16,3,W,2
22 ,REPUBLEAGUE Season ,UnitedtheBreach,Mirage,16,7,W,3
22 ,REPUBLEAGUE Season ,UnitedtheBreach,Nuke,16,6,W,3
22 ,Pinnacle Cup Championship ,DenmarkHeroic,Overpass,13,16,L,1
22 ,Pinnacle Cup Championship ,DenmarkHeroic,Mirage,14,16,L,1
22 ,Pinnacle Cup Championship ,GermanyBIG,Vertigo,10,16,L,3
22 ,Pinnacle Cup Championship ,GermanyBIG,Overpass,11,16,L,3
22 ,Pinnacle Cup Championship ,GermanyBIG,Nuke,16,7,W,3
22 ,Pinnacle Cup Championship ,DenmarkHeroic,Inferno,16,14,W,1
22 ,IEM Dallas ,UkraineECKyiv,Ancient,14,16,L,3
22 ,IEM Dallas ,UkraineECKyiv,Inferno,16,6,W,3
22 ,IEM Dallas ,UkraineECKyiv,Dust2,10,16,L,3
22 ,IEM Dallas ,RussiaEntropiq,Nuke,6,16,L,2
22 ,IEM Dallas ,RussiaEntropiq,Ancient,7,16,L,2
22 ,PGL Major Antwerp ,TurkeyEternalFire,Overpass,13,16,L,3
22 ,PGL Major Antwerp ,TurkeyEternalFire,Inferno,16,12,W,3
22 ,PGL Major Antwerp ,TurkeyEternalFire,Dust2,12,16,L,3
22 ,PGL Major Antwerp ,PortugalSAW,Nuke,10,16,L,2
22 ,PGL Major Antwerp ,DenmarkHeroic,Mirage,9,16,L,1
22 ,PGL Major Antwerp ,SwedenGamerLegion,Nuke,16,5,W,2
22 ,ESL Pro League Season ,EuropeENCE,Nuke,12,16,L,1
22 ,ESL Pro League Season ,EuropeENCE,Overpass,5,16,L,1
22 ,FantasyExpo EU Champions Spring ,FranceHEET,Inferno,16,19,L,3
22 ,FantasyExpo EU Champions Spring ,EuropeENCE,Mirage,12,16,L,1
22 ,FantasyExpo EU Champions Spring ,FranceHEET,Inferno,16,11,W,3
22 ,FantasyExpo EU Champions Spring ,EuropeEndpoint,Inferno,16,13,W,2
22 ,FantasyExpo EU Champions Spring ,EuropeEndpoint,Dust2,16,7,W,2
22 ,FantasyExpo EU Champions Spring ,UnitedtheBreach,Overpass,16,13,W,3
22 ,FantasyExpo EU Champions Spring ,UnitedtheBreach,Nuke,16,11,W,3
22 ,ESL Pro League Season ,RussiaEntropiq,Vertigo,13,16,L,2
22 ,ESL Pro League Season ,RussiaEntropiq,Overpass,13,16,L,2
22 ,ESL Pro League Season ,EuropeMOUZ,Mirage,16,8,W,1
22 ,ESL Pro League Season ,EuropeMOUZ,Inferno,16,10,W,1
22 ,ESL Pro League Season ,EuropeMOUZ,Nuke,9,16,L,1
22 ,ESL Pro League Season ,EuropeG2,Mirage,16,7,W,1
22 ,ESL Pro League Season ,EuropeG2,Dust2,16,2,W,1
22 ,ESL Pro League Season ,EuropeG2,Inferno,14,16,L,1
22 ,ESL Pro League Season ,AustraliaLookingForOrg,Overpass,16,7,W,3
22 ,ESL Pro League Season ,AustraliaLookingForOrg,Inferno,16,8,W,3
22 ,ESL Pro League Season ,AustraliaLookingForOrg,Dust2,13,16,L,3
22 ,ESL Pro League Season ,SwedenNinjasinPyjamas,Vertigo,6,16,L,1
22 ,ESL Pro League Season ,SwedenNinjasinPyjamas,Mirage,5,16,L,1
22 ,PGL Major Antwerp ,SwedenGamerLegion,Mirage,13,16,L,2
22 ,PGL Major Antwerp ,TurkeyEternalFire,Mirage,16,3,W,3
22 ,PGL Major Antwerp ,BulgariaFATE,Overpass,16,14,W,3
22 ,PGL Major Antwerp ,BulgariaFATE,Mirage,14,16,L,3
22 ,PGL Major Antwerp ,BulgariaFATE,Inferno,16,13,W,3
22 ,PGL Major Antwerp ,PolandWislaKrakow,Inferno,16,5,W,3
22 ,PGL Major Antwerp ,PolandIlluminar,Overpass,13,16,L,3
22 ,PGL Major Antwerp ,RussiaAVE,Ancient,9,16,L,3
22 ,PGL Major Antwerp ,RussiaAVE,Mirage,14,16,L,3
22 ,PGL Major Antwerp ,DenmarkLosReyes,Inferno,16,11,W,3
22 ,IEM Katowice ,DenmarkAstralis,Ancient,15,19,L,1
22 ,IEM Katowice ,DenmarkAstralis,Overpass,16,6,W,1
22 ,IEM Katowice ,DenmarkAstralis,Inferno,11,16,L,1
22 ,IEM Katowice ,EuropeFaZe,Mirage,9,16,L,1
22 ,IEM Katowice ,EuropeFaZe,Inferno,16,10,W,1
22 ,IEM Katowice ,EuropeFaZe,Overpass,5,16,L,1
22 ,IEM Katowice ,EuropeG2,Inferno,16,11,W,1
22 ,IEM Katowice ,EuropeG2,Mirage,16,7,W,1
22 ,IEM Katowice ,EuropeG2,Nuke,2,16,L,1
22 ,IEM Katowice ,GermanyBIG,Overpass,16,8,W,3
22 ,IEM Katowice ,GermanyBIG,Vertigo,13,16,L,3
22 ,IEM Katowice ,GermanyBIG,Ancient,19,17,W,3
22 ,IEM Katowice ,PolandWislaKrakow,Inferno,16,12,W,3
22 ,IEM Katowice ,PolandWislaKrakow,Nuke,16,4,W,3
22 ,IEM Katowice ,DenmarkCopenhagenFlames,Overpass,7,16,L,3
22 ,Pinnacle Winter Series ,EuropeApeks,Mirage,13,16,L,2
22 ,Pinnacle Winter Series ,EuropeApeks,Inferno,13,16,L,2
22 ,Funspark ULTI ,DenmarkAstralis,Inferno,16,19,L,1
22 ,Funspark ULTI ,DenmarkAstralis,Nuke,16,13,W,1
22 ,Funspark ULTI ,DenmarkAstralis,Mirage,2,16,L,1
22 ,Funspark ULTI ,GermanyBIG,Nuke,12,16,L,3
22 ,Funspark ULTI ,GermanyBIG,Mirage,19,17,W,3
22 ,Funspark ULTI ,GermanyBIG,Overpass,7,16,L,3
21 ,IEM Winter ,RussiaGambit,Overpass,4,16,L,1
21 ,IEM Winter ,RussiaGambit,Vertigo,19,22,L,1
21 ,IEM Winter ,RussiaGambit,Inferno,19,16,W,1
21 ,IEM Winter ,GermanyBIG,Nuke,19,17,W,3
21 ,IEM Winter ,GermanyBIG,Mirage,16,13,W,3
21 ,IEM Winter ,GermanyBIG,Inferno,7,16,L,3
21 ,IEM Winter ,EuropeENCE,Nuke,16,13,W,1
21 ,IEM Winter ,EuropeENCE,Overpass,16,11,W,1
21 ,IEM Winter ,RussiaGambit,Ancient,9,16,L,1
21 ,REPUBLEAGUE TIPOS Season ,TurkeyEternalFire,Overpass,16,7,W,3
21 ,REPUBLEAGUE TIPOS Season ,TurkeyEternalFire,Inferno,16,2,W,3
21 ,REPUBLEAGUE TIPOS Season ,TurkeyEternalFire,Vertigo,13,16,L,3
21 ,REPUBLEAGUE TIPOS Season ,BrazilGODSENT,Nuke,16,13,W,2
21 ,REPUBLEAGUE TIPOS Season ,BrazilGODSENT,Overpass,16,7,W,2
21 ,REPUBLEAGUE TIPOS Season ,DenmarkCopenhagenFlames,Ancient,16,7,W,3
21 ,REPUBLEAGUE TIPOS Season ,DenmarkCopenhagenFlames,Nuke,16,13,W,3
21 ,REPUBLEAGUE TIPOS Season ,PortugalSAW,Inferno,16,12,W,2
21 ,REPUBLEAGUE TIPOS Season ,PortugalSAW,Ancient,16,10,W,2
21 ,DreamHack Open November ,GermanyBIG,Ancient,16,10,W,3
21 ,DreamHack Open November ,GermanyBIG,Vertigo,16,12,W,3
21 ,DreamHack Open November ,GermanyBIG,Inferno,16,3,W,3
21 ,DreamHack Open November ,EuropeMADLions,Inferno,16,12,W,3
21 ,DreamHack Open November ,EuropeMADLions,Ancient,16,14,W,3
21 ,DreamHack Open November ,EuropeENCE,Nuke,16,9,W,1
21 ,DreamHack Open November ,EuropeENCE,Overpass,16,14,W,1
21 ,DreamHack Open November ,RussiaSpirit,Inferno,16,4,W,1
21 ,DreamHack Open November ,RussiaSpirit,Mirage,16,9,W,1
21 ,DreamHack Open November ,SwedenGamerLegion,Overpass,16,5,W,2
21 ,DreamHack Open November ,SwedenGamerLegion,Mirage,14,16,L,2
21 ,DreamHack Open November ,SwedenGamerLegion,Inferno,16,6,W,2
21 ,DreamHack Open November ,TurkeyEternalFire,Inferno,16,8,W,3
21 ,DreamHack Open November ,TurkeyEternalFire,Overpass,13,16,L,3
21 ,DreamHack Open November ,TurkeyEternalFire,Vertigo,16,9,W,3
21 ,IEM Winter ,EuropeFunPlusPhoenix,Overpass,16,13,W,3
21 ,IEM Winter ,EuropeFunPlusPhoenix,Vertigo,16,12,W,3
21 ,IEM Winter ,EuropeComplexity,Nuke,16,5,W,2
21 ,IEM Winter ,EuropeComplexity,Inferno,16,6,W,2
21 ,Elisa Invitational Fall ,DenmarkCopenhagenFlames,Overpass,14,16,L,3
21 ,Elisa Invitational Fall ,DenmarkCopenhagenFlames,Vertigo,12,16,L,3
21 ,IEM Winter ,SwedenGalaxyRacer,Overpass,16,13,W,3
21 ,IEM Winter ,SwedenGalaxyRacer,Mirage,16,6,W,3
21 ,IEM Winter ,SwedenGalaxyRacer,Inferno,10,16,L,3
21 ,IEM Winter ,RussiaK23,Overpass,16,5,W,3
21 ,IEM Winter ,SwedenGamerLegion,Mirage,16,6,W,2
21 ,IEM Fall ,BulgariaSKADE,Mirage,17,19,L,1
21 ,IEM Fall ,SwedenNinjasinPyjamas,Nuke,7,16,L,1
21 ,IEM Fall ,BulgariaFiend,Inferno,12,16,L,3
21 ,IEM Fall ,FranceDBLPONEY,Nuke,13,16,L,3
21 ,IEM Fall ,EuropeFaZe,Mirage,5,16,L,1
21 ,IEM Fall ,TurkeyEternalFire,Mirage,16,11,W,3
21 ,IEM Fall ,TurkeyEternalFire,Vertigo,16,13,W,3
21 ,IEM Fall ,CzechRepublicSINNERS,Nuke,12,16,L,2
21 ,IEM Fall ,CzechRepublicSINNERS,Vertigo,11,16,L,2
21 ,IEM Fall ,CzechRepublicSINNERS,Overpass,16,7,W,2
21 ,ESL Pro League Season ,UnitedStatesLiquid,Dust2,21,25,L,1
21 ,ESL Pro League Season ,UnitedStatesLiquid,Nuke,4,16,L,1
21 ,Nordic Masters Fall ,Brazil00NATION,Mirage,12,16,L,3
21 ,Nordic Masters Fall ,DenmarkCopenhagenFlames,Inferno,10,16,L,3
21 ,Nordic Masters Fall ,Brazil00NATION,Nuke,16,9,W,3
21 ,ESL Pro League Season ,NorthAmericaEvilGeniuses,Inferno,16,14,W,2
21 ,ESL Pro League Season ,NorthAmericaEvilGeniuses,Nuke,16,11,W,2
21 ,ESL Pro League Season ,EuropeMOUZ,Nuke,16,19,L,1
21 ,ESL Pro League Season ,EuropeMOUZ,Mirage,10,16,L,1
21 ,ESL Pro League Season ,EuropeFaZe,Mirage,16,7,W,1
21 ,ESL Pro League Season ,EuropeFaZe,Overpass,16,14,W,1
21 ,ESL Pro League Season ,GermanyBIG,Nuke,22,18,W,3
21 ,ESL Pro League Season ,GermanyBIG,Dust2,7,16,L,3
21 ,ESL Pro League Season ,GermanyBIG,Overpass,16,10,W,3
21 ,ESL Pro League Season ,UkraineNatusVincere,Nuke,12,16,L,1
21 ,ESL Pro League Season ,UkraineNatusVincere,Overpass,19,22,L,1
21 ,IEM Summer ,SwedenNinjasinPyjamas,Inferno,13,16,L,1
21 ,IEM Summer ,SwedenNinjasinPyjamas,Overpass,16,8,W,1
21 ,IEM Summer ,SwedenNinjasinPyjamas,Ancient,10,16,L,1
21 ,IEM Summer ,EuropeVirtus.pro,Vertigo,10,16,L,1
21 ,Spring Sweet Spring ,BulgariaFiend,Overpass,6,16,L,3
21 ,Spring Sweet Spring ,BulgariaFiend,Mirage,6,16,L,3
21 ,Spring Sweet Spring ,BulgariaFiend,Inferno,16,8,W,3
21 ,Flashpoint ,EuropeComplexity,Inferno,10,16,L,2
21 ,Flashpoint ,EuropeComplexity,Mirage,12,16,L,2
21 ,Flashpoint ,EuropeMOUZ,Overpass,4,16,L,1
21 ,Flashpoint ,EuropeMOUZ,Inferno,8,16,L,1
21 ,Spring Sweet Spring ,RussiaEPGFamily,Train,8,16,L,3
21 ,Spring Sweet Spring ,RussiaEPGFamily,Dust2,9,16,L,3
21 ,Spring Sweet Spring ,OceaniaEXTREMUM,Inferno,16,14,W,3
21 ,Spring Sweet Spring ,OceaniaEXTREMUM,Train,5,16,L,3
21 ,Spring Sweet Spring ,OceaniaEXTREMUM,Vertigo,16,9,W,3
21 ,Snow Sweet Snow ,EuropeMOUZ,Mirage,6,16,L,1
21 ,Snow Sweet Snow ,EuropeMOUZ,Vertigo,14,16,L,1
21 ,Snow Sweet Snow ,EuropeMOUZ,Train,16,12,W,1
21 ,Snow Sweet Snow ,PolandWislaKrakow,Inferno,16,8,W,3
21 ,Snow Sweet Snow ,PolandWislaKrakow,Train,16,7,W,3
21 ,ESL Pro League Season ,DenmarkAstralis,Dust2,10,16,L,1
21 ,ESL Pro League Season ,DenmarkAstralis,Train,10,16,L,1
21 ,ESL Pro League Season ,EuropeVirtus.pro,Dust2,8,16,L,1
21 ,ESL Pro League Season ,EuropeVirtus.pro,Train,9,16,L,1
21 ,ESL Pro League Season ,UnitedStatesEvilGeniuses,Mirage,16,11,W,2
21 ,ESL Pro League Season ,UnitedStatesEvilGeniuses,Inferno,7,16,L,2
21 ,ESL Pro League Season ,UnitedStatesEvilGeniuses,Train,16,11,W,2
21 ,ESL Pro League Season ,EuropeEndpoint,Overpass,11,16,L,2
21 ,ESL Pro League Season ,EuropeEndpoint,Inferno,9,16,L,2
21 ,ESL Pro League Season ,UnitedStatesLiquid,Vertigo,7,16,L,1
21 ,ESL Pro League Season ,UnitedStatesLiquid,Overpass,11,16,L,1
21 ,IEM Katowice ,BrazilMIBR,Overpass,9,16,L,2
21 ,IEM Katowice ,BrazilMIBR,Dust2,12,16,L,2
21 ,IEM Katowice ,EuropeOG,Overpass,9,16,L,1
21 ,cs_summit ,EuropeVirtus.pro,Vertigo,8,16,L,1
21 ,cs_summit ,EuropeVirtus.pro,Inferno,14,16,L,1
21 ,cs_summit ,DenmarkHeroic,Inferno,16,12,W,1
21 ,cs_summit ,DenmarkHeroic,Mirage,16,14,W,1
21 ,cs_summit ,EuropeCloud9,Overpass,16,9,W,1
21 ,cs_summit ,EuropeCloud9,Inferno,16,10,W,1
21 ,cs_summit ,EuropeCloud9,Vertigo,6,16,L,1
21 ,cs_summit ,EuropeOG,Inferno,19,17,W,1
21 ,cs_summit ,EuropeOG,Mirage,11,16,L,1
21 ,cs_summit ,EuropeOG,Train,16,9,W,1
21 ,cs_summit ,DenmarkComplexity,Mirage,16,12,W,2
21 ,cs_summit ,DenmarkComplexity,Train,16,8,W,2
20 ,Flashpoint ,EuropeOG,Overpass,5,16,L,1
20 ,Flashpoint ,EuropeOG,Mirage,14,16,L,1
20 ,Flashpoint ,EuropeVirtus.pro,Train,5,16,L,1
20 ,Flashpoint ,EuropeVirtus.pro,Overpass,14,16,L,1
20 ,Flashpoint ,EuropeVirtus.pro,Vertigo,16,10,W,1
20 ,Flashpoint ,BrazilMIBR,Vertigo,16,4,W,2
20 ,Flashpoint ,BrazilMIBR,Overpass,25,21,W,2
20 ,Flashpoint ,SwedenDignitas,Train,16,11,W,2
20 ,Flashpoint ,SwedenDignitas,Vertigo,11,16,L,2
20 ,Flashpoint ,SwedenDignitas,Overpass,16,4,W,2
20 ,Flashpoint ,DenmarkMADLions,Mirage,16,5,W,3
20 ,Flashpoint ,DenmarkMADLions,Train,16,8,W,3
20 ,Flashpoint ,SwedenDignitas,Inferno,16,14,W,2
20 ,Flashpoint ,SwedenDignitas,Dust2,16,6,W,2
20 ,Flashpoint ,DenmarkMADLions,Overpass,15,19,L,3
20 ,Flashpoint ,DenmarkMADLions,Inferno,11,16,L,3
20 ,Flashpoint ,DenmarkMADLions,Vertigo,16,14,W,3
20 ,Flashpoint ,Europec0ntact,Overpass,16,8,W,3
20 ,Flashpoint ,Europec0ntact,Train,9,16,L,3
20 ,Flashpoint ,Europec0ntact,Mirage,16,10,W,3
20 ,IEM Beijing-Haidian ,DenmarkMADLions,Mirage,9,16,L,3
20 ,IEM Beijing-Haidian ,DenmarkMADLions,Inferno,16,14,W,3
20 ,IEM Beijing-Haidian ,DenmarkMADLions,Vertigo,10,16,L,3
20 ,IEM Beijing-Haidian ,EuropeComplexity,Mirage,8,16,L,2
20 ,IEM Beijing-Haidian ,EuropeComplexity,Inferno,16,19,L,2
20 ,DreamHack Open Fall ,GermanyBIG,Mirage,8,16,L,3
20 ,DreamHack Open Fall ,GermanyBIG,Inferno,8,16,L,3
20 ,DreamHack Open Fall ,SwedenNinjasinPyjamas,Vertigo,10,16,L,1
