Date,Team,Opponent,Map,Kill,Death,Diff,Rating,Round Lose,Round Win,Tier
08/08/20,GermanyBIG,United KingdomEndpoint,mrg,30,10,20,2.51,3,16,2
08/08/20,GermanyBIG,United KingdomEndpoint,d2,22,27,-5,0.86,18,22,2
08/08/20,GermanyBIG,United KingdomEndpoint,vtg,20,20,0,1.07,16,13,2
05/07/20,GermanyBIG,FranceVitality,ovp,23,18,5,1.26,10,16,1
05/07/20,GermanyBIG,FranceVitality,d2,19,19,0,1.05,10,16,1
05/07/20,GermanyBIG,FranceVitality,inf,31,17,14,1.65,16,11,1
05/07/20,GermanyBIG,FranceVitality,mrg,10,12,-2,0.95,8,16,1
04/07/20,GermanyBIG,EuropeOG,mrg,18,12,6,1.31,5,16,1
04/07/20,GermanyBIG,EuropeOG,inf,15,17,-2,0.88,16,9,1
04/07/20,GermanyBIG,EuropeOG,d2,16,14,2,1.31,7,16,1
03/07/20,GermanyBIG,FranceVitality,d2,19,20,-1,0.95,16,12,1
03/07/20,GermanyBIG,FranceVitality,inf,18,18,0,1.13,16,13,1
03/07/20,GermanyBIG,FranceVitality,mrg,18,22,-4,1.02,14,16,1
01/07/20,GermanyBIG,Swedenfnatic,nuke,30,16,14,1.55,10,16,1
01/07/20,GermanyBIG,Swedenfnatic,ovp,22,20,2,1.29,13,16,1
29/6/20,GermanyBIG,EuropeGODSENT,ovp,17,16,1,1.18,8,16,2
29/6/20,GermanyBIG,EuropeGODSENT,d2,16,14,2,1.01,9,16,2
28/6/20,GermanyBIG,EuropeFaZe,nuke,19,10,9,1.37,9,16,1
28/6/20,GermanyBIG,EuropeFaZe,d2,16,16,0,0.84,13,16,1
27/6/20,GermanyBIG,EuropeOG,mrg,16,20,-4,0.88,16,14,1
27/6/20,GermanyBIG,EuropeOG,inf,15,18,-3,0.75,16,11,1
27/6/20,GermanyBIG,EuropeOG,d2,26,12,14,1.57,9,16,1
25/6/20,GermanyBIG,EuropeFaZe,nuke,21,19,2,0.97,12,16,1
25/6/20,GermanyBIG,EuropeFaZe,mrg,24,13,11,1.46,10,16,1
22/6/20,GermanyBIG,EuropeComplexity,inf,18,17,1,1.16,14,16,2
22/6/20,GermanyBIG,EuropeComplexity,mrg,27,13,14,1.73,7,16,2
22/6/20,GermanyBIG,FinlandHAVU,mrg,26,12,14,1.62,7,16,2
22/6/20,GermanyBIG,FinlandHAVU,nuke,32,18,14,1.65,14,16,2
18/6/20,GermanyBIG,RussiaFORZE,d2,22,5,17,1.83,4,16,2
18/6/20,GermanyBIG,RussiaFORZE,inf,27,13,14,1.56,7,16,2
15/6/20,GermanyBIG,RussiaSpirit,nuke,14,8,6,1.7,1,16,1
15/6/20,GermanyBIG,RussiaSpirit,inf,18,13,5,1.29,7,16,1
14/6/20,GermanyBIG,FranceG2,mrg,28,26,2,1.17,17,19,1
14/6/20,GermanyBIG,FranceG2,d2,18,10,8,1.35,6,16,1
14/6/20,GermanyBIG,FranceG2,nuke,11,15,-4,0.95,5,16,1
14/6/20,GermanyBIG,FranceG2,vtg,12,16,-4,0.82,16,6,1
13/6/20,GermanyBIG,EuropeFaZe,mrg,38,28,10,1.38,19,22,1
13/6/20,GermanyBIG,EuropeFaZe,nuke,11,9,2,1.1,4,16,1
12/06/20,GermanyBIG,EuropeVirtus.pro,mrg,20,20,0,0.97,13,16,1
12/06/20,GermanyBIG,EuropeVirtus.pro,vtg,12,22,-10,0.7,16,12,1
12/06/20,GermanyBIG,EuropeVirtus.pro,d2,23,13,10,1.32,9,16,1
10/06/20,GermanyBIG,FranceG2,mrg,13,19,-6,0.93,16,7,1
10/06/20,GermanyBIG,FranceG2,d2,16,13,3,1.06,6,16,1
10/06/20,GermanyBIG,FranceG2,nuke,8,16,-8,0.51,16,5,1
09/06/20,GermanyBIG,EuropeFaZe,inf,16,8,8,1.41,5,16,1
09/06/20,GermanyBIG,EuropeFaZe,nuke,15,10,5,1.13,9,16,1
31/5/20,GermanyBIG,GermanySprout,mrg,14,21,-7,0.84,16,9,2
31/5/20,GermanyBIG,GermanySprout,d2,28,18,10,1.2,19,16,2
31/5/20,GermanyBIG,GermanyUnicorns of Love,nuke,14,15,-1,1.05,5,16,3
31/5/20,GermanyBIG,GermanyUnicorns of Love,d2,11,10,1,1.14,4,16,3
24/5/20,GermanyBIG,GermanyALTERNATE aTTaX,mrg,24,15,9,1.53,8,16,3
24/5/20,GermanyBIG,GermanyALTERNATE aTTaX,vtg,17,8,9,1.73,3,16,3
24/5/20,GermanyBIG,EuropeComplexity,d2,22,13,9,1.48,11,16,2
24/5/20,GermanyBIG,EuropeComplexity,vtg,22,15,7,1.38,11,16,2
24/5/20,GermanyBIG,EuropeComplexity,mrg,31,29,2,0.99,22,18,2
23/5/20,GermanyBIG,GermanyUnicorns of Love,d2,13,23,-10,0.85,13,16,3
23/5/20,GermanyBIG,GermanyUnicorns of Love,vtg,21,13,8,1.26,8,16,3
23/5/20,GermanyBIG,EuropeMOUZ,d2,19,6,13,1.96,2,16,1
23/5/20,GermanyBIG,EuropeMOUZ,vtg,16,24,-8,0.93,14,16,1
23/5/20,GermanyBIG,EuropeMOUZ,nuke,32,26,6,1.13,22,20,1
22/5/20,GermanyBIG,DenmarkMAD Lions,vtg,18,19,-1,0.96,13,16,3
22/5/20,GermanyBIG,DenmarkMAD Lions,nuke,18,12,6,1.32,7,16,3
22/5/20,GermanyBIG,DenmarkMAD Lions,mrg,8,21,-13,0.48,16,11,3
11/05/20,GermanyBIG,RussiaGambit Youngsters,vtg,20,21,-1,0.94,16,14,3
11/05/20,GermanyBIG,RussiaGambit Youngsters,d2,11,16,-5,0.86,16,8,3
11/05/20,GermanyBIG,KazakhstanWinstrike,mrg,21,7,14,1.76,5,16,3
11/05/20,GermanyBIG,KazakhstanWinstrike,vtg,20,16,4,1.28,8,16,3
10/05/20,GermanyBIG,EuropeComplexity,d2,13,19,-6,0.69,16,10,2
10/05/20,GermanyBIG,EuropeComplexity,nuke,26,21,5,1.08,17,19,2
10/05/20,GermanyBIG,EuropeComplexity,inf,22,26,-4,0.97,19,16,2
10/05/20,GermanyBIG,EuropeSMASH,nuke,18,17,1,1.13,9,16,3
10/05/20,GermanyBIG,EuropeSMASH,ovp,22,19,3,1.12,13,16,3
10/05/20,GermanyBIG,EuropeSMASH,d2,24,18,6,1.23,16,12,3
09/05/20,GermanyBIG,NorwayApeks,d2,22,14,8,1.53,5,16,2
09/05/20,GermanyBIG,NorwayApeks,ovp,20,14,6,1.41,8,16,2
08/05/20,GermanyBIG,EuropeSecret,nuke,16,18,-2,1.09,13,16,3
08/05/20,GermanyBIG,EuropeSecret,d2,16,14,2,1.17,8,16,3
08/05/20,GermanyBIG,United KingdomEndpoint,d2,27,10,17,1.53,13,16,2
19/4/20,GermanyBIG,EuropeSMASH,d2,14,12,2,1.1,4,16,3
19/4/20,GermanyBIG,EuropeSMASH,mrg,25,11,14,1.66,7,16,3
19/4/20,GermanyBIG,DenmarkCopenhagen Flames,nuke,21,10,11,1.82,4,16,3
19/4/20,GermanyBIG,DenmarkCopenhagen Flames,d2,17,13,4,1.27,7,16,3
18/4/20,GermanyBIG,EuropeNordavind,d2,18,18,0,1,12,16,3
18/4/20,GermanyBIG,EuropeNordavind,nuke,14,8,6,1.44,3,16,3
16/4/20,GermanyBIG,PolandAGO,mrg,22,18,4,1.26,10,16,3
16/4/20,GermanyBIG,PolandAGO,inf,21,13,8,1.6,7,16,3
16/4/20,GermanyBIG,PolandAGO,nuke,18,16,2,1,16,10,3
16/4/20,GermanyBIG,EuropeSMASH,mrg,17,19,-2,0.91,16,10,3
16/4/20,GermanyBIG,EuropeSMASH,nuke,20,21,-1,0.96,16,11,3
16/4/20,GermanyBIG,EuropeSMASH,inf,21,10,11,1.62,4,16,3
16/4/20,GermanyBIG,DenmarkSingularity,trn,23,16,7,1.48,9,16,3
12/04/20,GermanyBIG,RussiaSpirit,mrg,23,11,12,1.81,4,16,1
12/04/20,GermanyBIG,RussiaSpirit,inf,19,18,1,1.07,16,10,1
12/04/20,GermanyBIG,RussiaSpirit,d2,20,16,4,1.22,14,16,1
12/04/20,GermanyBIG,GermanySprout,vtg,19,13,6,1.54,4,16,2
12/04/20,GermanyBIG,GermanySprout,mrg,22,12,10,1.44,8,16,2
11/04/20,GermanyBIG,KazakhstanVirtus.pro,mrg,33,31,2,1.14,19,22,1
11/04/20,GermanyBIG,KazakhstanVirtus.pro,ovp,31,21,10,1.33,16,19,1
07/04/20,GermanyBIG,EuropeSMASH,d2,24,6,18,2.44,2,16,3
07/04/20,GermanyBIG,EuropeSMASH,inf,24,16,8,1.58,7,16,3
07/04/20,GermanyBIG,EuropeSyman,vtg,19,13,6,1.32,10,16,3
24/3/20,GermanyBIG,RussiaFORZE,nuke,18,20,-2,0.78,16,9,2
24/3/20,GermanyBIG,RussiaFORZE,inf,18,21,-3,0.84,16,11,2
24/3/20,GermanyBIG,RussiaFORZE,mrg,22,18,4,1.28,11,16,2
23/3/20,GermanyBIG,DenmarkNorth,vtg,27,31,-4,0.86,22,20,2
23/3/20,GermanyBIG,DenmarkNorth,inf,16,21,-5,0.76,16,11,2
21/3/20,GermanyBIG,EuropeComplexity,d2,27,21,6,1.08,16,14,2
21/3/20,GermanyBIG,EuropeComplexity,nuke,16,19,-3,0.97,16,9,2
21/3/20,GermanyBIG,EuropeComplexity,mrg,20,17,3,1.18,9,16,2
19/3/20,GermanyBIG,UkraineNatus Vincere,d2,33,32,1,1.04,20,22,1
19/3/20,GermanyBIG,UkraineNatus Vincere,nuke,15,13,2,1.05,7,16,1
18/3/20,GermanyBIG,Swedenfnatic,mrg,21,21,0,1.06,12,16,1
18/3/20,GermanyBIG,Swedenfnatic,ovp,15,21,-6,0.74,16,7,1
18/3/20,GermanyBIG,Swedenfnatic,inf,17,14,3,1.04,7,16,1
12/03/20,GermanyBIG,SwedenJapaleno,inf,20,15,5,1.14,11,16,3
11/03/20,GermanyBIG,EuropeDemolition Crew,mrg,23,13,10,1.54,7,16,3
11/03/20,GermanyBIG,PolandIlluminar,mrg,23,11,12,1.71,7,16,3
10/03/20,GermanyBIG,GermanySprout,mrg,25,20,5,1.24,16,14,2
10/03/20,GermanyBIG,PolandPACT,d2,14,14,0,1.17,7,16,3
09/03/20,GermanyBIG,PolandAGO,d2,19,17,2,1.18,16,6,3
09/03/20,GermanyBIG,GermanyUnicorns of Love,nuke,25,14,11,1.49,9,16,3
09/03/20,GermanyBIG,SwedenGamerLegion,mrg,18,21,-3,0.92,16,11,2
08/03/20,GermanyBIG,SpainMovistar Riders,inf,13,17,-4,1.02,16,4,2
08/03/20,GermanyBIG,SpainMovistar Riders,mrg,11,19,-8,0.74,11,16,2
08/03/20,GermanyBIG,SpainMovistar Riders,ovp,29,27,2,1.15,22,20,2
07/03/20,GermanyBIG,SwedenNinjas in Pyjamas,vtg,18,18,0,1.04,16,11,1
07/03/20,GermanyBIG,SwedenNinjas in Pyjamas,inf,9,20,-11,0.63,16,10,1
07/03/20,GermanyBIG,EuropeNordavind,inf,20,10,10,1.6,3,16,3
07/03/20,GermanyBIG,EuropeNordavind,mrg,28,11,17,1.97,6,16,3
05/03/20,GermanyBIG,FinlandHAVU,d2,20,19,1,1,13,16,2
05/03/20,GermanyBIG,FinlandHAVU,mrg,22,15,7,1.11,12,16,2
05/03/20,GermanyBIG,BrazilDETONA,mrg,13,15,-2,1.02,10,16,3
05/03/20,GermanyBIG,BrazilDETONA,inf,21,15,6,1.39,8,16,3
04/03/20,GermanyBIG,PolandAVEZ,vtg,21,19,2,1.2,14,16,3
04/03/20,GermanyBIG,PolandAVEZ,inf,18,19,-1,0.99,11,16,3
03/03/20,GermanyBIG,BrazilDETONA,d2,20,22,-2,1.11,16,11,3
24/2/20,GermanyBIG,Russiapro100,mrg,16,25,-9,0.74,16,13,3
23/2/20,GermanyBIG,PolandWisla Krakow,nuke,13,6,7,1.3,2,16,3
20/2/20,GermanyBIG,EuropeNordavind,inf,19,15,4,1.23,9,16,3
20/2/20,GermanyBIG,RussiaSpirit,mrg,21,20,1,1.06,16,10,1
20/2/20,GermanyBIG,UkraineHellRaisers,mrg,22,16,6,1.26,11,16,2
18/2/20,GermanyBIG,DenmarkSingularity,nuke,28,17,11,1.48,13,16,3
18/2/20,GermanyBIG,FinlandHAVU,nuke,28,14,14,1.58,11,16,2
12/02/20,GermanyBIG,BelarusNemiga,inf,20,17,3,1.17,13,16,3
01/02/20,GermanyBIG,EuropeComplexity,d2,27,11,16,1.71,9,16,2
01/02/20,GermanyBIG,EuropeComplexity,inf,25,11,14,1.55,7,16,2
01/02/20,GermanyBIG,EuropeComplexity,mrg,14,17,-3,0.9,16,10,2
01/02/20,GermanyBIG,EuropeSecret,nuke,22,14,8,1.37,9,16,3
01/02/20,GermanyBIG,BulgariaFATE,inf,20,10,10,1.59,5,16,3
26/1/20,GermanyBIG,AustraliaRenegades,d2,13,13,0,0.98,12,16,1
26/1/20,GermanyBIG,AustraliaRenegades,mrg,22,10,12,1.53,5,16,1
26/1/20,GermanyBIG,DenmarkHeroic,inf,18,16,2,1.2,12,16,1
26/1/20,GermanyBIG,DenmarkHeroic,ovp,13,14,-1,0.94,9,16,1
24/1/20,GermanyBIG,AustraliaRenegades,nuke,17,12,5,1.28,8,16,1
24/1/20,GermanyBIG,KazakhstanVirtus.pro,inf,17,12,5,1.32,8,16,1
18/1/20,GermanyBIG,PolandAVEZ,nuke,19,20,-1,0.98,16,7,3
18/1/20,GermanyBIG,PolandAVEZ,d2,19,20,-1,1.01,16,12,3
18/1/20,GermanyBIG,PolandAVEZ,vtg,26,27,-1,1.11,16,19,3
18/1/20,GermanyBIG,Argentinax6tence,inf,17,13,4,1.28,9,16,3
13/1/20,GermanyBIG,GermanySprout,vtg,27,32,-5,0.9,22,20,2
13/1/20,GermanyBIG,GermanySprout,d2,16,18,-2,0.97,16,11,2
22/12/19,GermanyBIG,SpainMovistar Riders,mrg,13,23,-10,0.69,16,14,2
22/12/19,GermanyBIG,SpainMovistar Riders,ovp,17,18,-1,1.01,16,10,2
21/12/19,GermanyBIG,SpainKPI,mrg,19,18,1,0.97,13,16,3
21/12/19,GermanyBIG,SpainKPI,nuke,31,18,13,1.45,14,16,3
21/12/19,GermanyBIG,SpainKPI,inf,19,21,-2,0.89,16,13,3
20/12/19,GermanyBIG,RussiaSpirit,mrg,23,25,-2,1,19,15,1
20/12/19,GermanyBIG,RussiaSpirit,nuke,19,16,3,1.28,10,16,1
20/12/19,GermanyBIG,RussiaSpirit,d2,16,20,-4,0.81,16,11,1
19/12/19,GermanyBIG,FranceG2,inf,17,21,-4,0.91,16,12,1
14/12/19,GermanyBIG,SpainMovistar Riders,ovp,26,27,-1,0.99,19,16,2
14/12/19,GermanyBIG,SpainMovistar Riders,mrg,23,27,-4,1.05,19,15,2
13/12/19,GermanyBIG,DenmarkNorth,nuke,26,25,1,1.15,19,16,2
11/12/19,GermanyBIG,DenmarkHeroic,nuke,25,19,6,1.31,16,10,1
11/12/19,GermanyBIG,DenmarkHeroic,mrg,27,19,8,1.42,16,13,1
11/12/19,GermanyBIG,GermanySprout,mrg,30,18,12,1.78,11,16,2
11/12/19,GermanyBIG,GermanySprout,nuke,25,8,17,2.11,1,16,2
11/12/19,GermanyBIG,RussiaMELBET,nuke,20,17,3,1.1,13,16,3
11/12/19,GermanyBIG,EuropeSecret,nuke,20,15,5,1.19,12,16,3
08/12/19,GermanyBIG,Czech RepublicBrute,mrg,22,12,10,1.41,10,16,3
08/12/19,GermanyBIG,Czech RepublicBrute,nuke,16,15,1,1.03,14,16,3
24/11/19,GermanyBIG,DenmarkCopenhagen Flames,mrg,21,20,1,1.1,13,16,3
24/11/19,GermanyBIG,DenmarkCopenhagen Flames,inf,23,16,7,1.55,10,16,3
22/11/19,GermanyBIG,RussiaHard Legion,trn,11,18,-7,0.69,16,4,3
22/11/19,GermanyBIG,RussiaHard Legion,inf,11,18,-7,0.7,16,13,3
20/11/19,GermanyBIG,Europeex-Windigo,mrg,25,22,3,1.33,12,16,3
20/11/19,GermanyBIG,Europeex-Windigo,d2,21,25,-4,0.9,16,19,3
15/11/19,GermanyBIG,FranceG2,d2,9,18,-9,0.56,16,6,1
15/11/19,GermanyBIG,FranceG2,inf,22,23,-1,1.19,16,12,1
14/11/19,GermanyBIG,SwedenNinjas in Pyjamas,nuke,15,26,-11,0.82,19,16,1
14/11/19,GermanyBIG,SwedenNinjas in Pyjamas,trn,7,17,-10,0.45,16,1,1
14/11/19,GermanyBIG,DenmarkNorth,nuke,24,33,-9,0.82,25,21,2
14/11/19,GermanyBIG,DenmarkNorth,trn,20,19,1,1.04,16,14,2
14/11/19,GermanyBIG,DenmarkNorth,mrg,26,11,15,1.88,7,16,2
10/11/19,GermanyBIG,EuropeSMASH,nuke,22,9,13,1.69,5,16,3
10/11/19,GermanyBIG,EuropeSMASH,inf,23,13,10,1.61,10,16,3
05/11/19,GermanyBIG,PolandVirtus.pro,ovp,28,30,-2,0.99,21,25,1
05/11/19,GermanyBIG,PolandVirtus.pro,nuke,15,21,-6,0.93,12,16,1
03/11/19,GermanyBIG,SwedenGamerLegion,d2,28,23,5,1.16,17,19,2
03/11/19,GermanyBIG,SwedenGamerLegion,trn,27,19,8,1.46,12,16,2
03/11/19,GermanyBIG,SwedenGamerLegion,ovp,35,31,4,1.3,22,18,2
03/11/19,GermanyBIG,PolandIlluminar,mrg,20,5,15,2.01,1,16,3
03/11/19,GermanyBIG,PolandIlluminar,nuke,13,10,3,1.2,2,16,3
03/11/19,GermanyBIG,PolandIlluminar,trn,31,20,11,1.45,16,14,3
03/11/19,GermanyBIG,NorwayNordavind,d2,14,17,-3,1.03,10,16,3
03/11/19,GermanyBIG,NorwayNordavind,ovp,35,16,19,2,12,16,3
28/10/19,GermanyBIG,Swedenfnatic,trn,21,21,0,1.07,16,11,1
28/10/19,GermanyBIG,Swedenfnatic,inf,17,17,0,1.12,16,11,1
24/10/19,GermanyBIG,DenmarkAstralis,trn,17,19,-2,0.85,16,14,1
24/10/19,GermanyBIG,DenmarkAstralis,d2,17,17,0,1.07,11,16,1
24/10/19,GermanyBIG,DenmarkAstralis,nuke,7,16,-9,0.41,16,3,1
23/10/19,GermanyBIG,DenmarkTricked,d2,21,5,16,1.86,2,16,3
23/10/19,GermanyBIG,DenmarkTricked,ovp,26,12,14,1.89,9,16,3
21/10/19,GermanyBIG,DenmarkNorth,inf,21,8,13,1.94,4,16,2
21/10/19,GermanyBIG,DenmarkNorth,mrg,18,10,8,1.4,6,16,2
16/10/19,GermanyBIG,SwedenNinjas in Pyjamas,nuke,9,17,-8,0.57,16,3,1
16/10/19,GermanyBIG,SwedenNinjas in Pyjamas,inf,19,18,1,1.31,9,16,1
16/10/19,GermanyBIG,SwedenNinjas in Pyjamas,mrg,14,20,-6,0.75,16,8,1
14/10/19,GermanyBIG,EuropeFaZe,trn,13,10,3,1.1,5,16,1
14/10/19,GermanyBIG,EuropeFaZe,nuke,21,18,3,1.25,12,16,1
14/10/19,GermanyBIG,EuropeFaZe,inf,13,20,-7,0.72,16,4,1
10/10/19,GermanyBIG,DenmarkOpTic,mrg,29,25,4,1.27,15,19,3
10/10/19,GermanyBIG,DenmarkOpTic,ovp,26,17,9,1.41,13,16,3
09/10/19,GermanyBIG,EuropeFaZe,inf,13,18,-5,0.79,16,8,1
09/10/19,GermanyBIG,EuropeFaZe,mrg,24,20,4,1.22,14,16,1
09/10/19,GermanyBIG,EuropeFaZe,nuke,19,21,-2,1.09,16,11,1
08/10/19,GermanyBIG,EuropeMOUZ,inf,15,20,-5,0.89,16,12,1
08/10/19,GermanyBIG,EuropeMOUZ,d2,19,10,9,1.45,7,16,1
08/10/19,GermanyBIG,EuropeMOUZ,trn,16,23,-7,0.94,16,13,1
04/10/19,GermanyBIG,GermanySprout,inf,13,22,-9,0.81,16,13,2
04/10/19,GermanyBIG,GermanySprout,ovp,12,20,-8,0.73,16,13,2
04/10/19,GermanyBIG,GermanySprout,nuke,21,15,6,1.24,13,16,2
30/9/19,GermanyBIG,DenmarkHeroic,nuke,16,18,-2,0.96,16,10,1
30/9/19,GermanyBIG,DenmarkHeroic,d2,18,23,-5,0.89,16,13,1
22/9/19,GermanyBIG,DenmarkOpTic,nuke,8,15,-7,0.67,6,16,3
22/9/19,GermanyBIG,DenmarkOpTic,mrg,21,20,1,1.06,13,16,3
20/9/19,GermanyBIG,BrazilFURIA,nuke,17,22,-5,0.91,16,13,1
20/9/19,GermanyBIG,BrazilFURIA,trn,14,19,-5,0.79,16,9,1
20/9/19,GermanyBIG,PolandAGO,nuke,17,15,2,1.11,12,16,3
20/9/19,GermanyBIG,PolandAGO,d2,30,40,-10,0.96,25,28,3
20/9/19,GermanyBIG,BrazilFURIA,ovp,16,18,-2,0.91,16,7,1
16/9/19,GermanyBIG,RussiaGambit Youngsters,mrg,21,13,8,1.48,5,16,3
16/9/19,GermanyBIG,RussiaGambit Youngsters,d2,29,17,12,1.55,11,16,3
16/9/19,GermanyBIG,KazakhstanAVANGAR,inf,26,18,8,1.42,11,16,3
12/09/19,GermanyBIG,RussiaFORZE,ovp,24,21,3,1.1,12,16,2
12/09/19,GermanyBIG,RussiaFORZE,mrg,19,18,1,1.14,10,16,2
12/09/19,GermanyBIG,SwedenGamerLegion,trn,24,13,11,1.53,8,16,2
12/09/19,GermanyBIG,SwedenGamerLegion,inf,20,17,3,1.38,9,16,2
11/09/19,GermanyBIG,RussiaEspada,ovp,14,11,3,1.34,3,16,3
11/09/19,GermanyBIG,RussiaEspada,trn,21,11,10,1.57,7,16,3
18/8/19,GermanyBIG,DenmarkGoldenGitte,inf,24,23,1,1.27,14,16,3
18/8/19,GermanyBIG,DenmarkGoldenGitte,ovp,25,18,7,1.3,16,13,3
18/8/19,GermanyBIG,DenmarkGoldenGitte,mrg,25,16,9,1.59,9,16,3
18/8/19,GermanyBIG,EuropeFierce,mrg,23,14,9,1.64,6,16,3
18/8/19,GermanyBIG,EuropeFierce,inf,21,10,11,1.89,4,16,3
07/08/19,GermanyBIG,DenmarkOpTic,d2,23,27,-4,1.04,19,15,3
07/08/19,GermanyBIG,DenmarkOpTic,vtg,16,16,0,1.08,16,8,3
06/08/19,GermanyBIG,KazakhstanAVANGAR,d2,19,22,-3,1.06,12,16,3
06/08/19,GermanyBIG,KazakhstanAVANGAR,mrg,24,19,5,1.54,7,16,3
05/08/19,GermanyBIG,EuropeHellRaisers,inf,26,15,11,1.65,11,16,2
05/08/19,GermanyBIG,EuropeHellRaisers,ovp,23,18,5,1.39,16,11,2
05/08/19,GermanyBIG,EuropeHellRaisers,d2,20,18,2,1.08,11,16,2
03/08/19,GermanyBIG,KazakhstanAVANGAR,inf,14,20,-6,0.79,16,9,3
18/7/19,GermanyBIG,DenmarkNorth,inf,13,19,-6,0.79,16,7,2
18/7/19,GermanyBIG,DenmarkNorth,ovp,21,21,0,1.03,16,12,2
18/7/19,GermanyBIG,SwedenAncient,d2,31,24,7,1.27,17,19,3
18/7/19,GermanyBIG,SwedenAncient,inf,29,15,14,1.56,9,16,3
18/7/19,GermanyBIG,SwedenAncient,nuke,15,16,-1,0.83,16,8,3
17/7/19,GermanyBIG,DenmarkNorth,d2,14,15,-1,1.06,16,6,2
09/07/19,GermanyBIG,DenmarkTricked,d2,19,27,-8,0.87,19,15,3
09/07/19,GermanyBIG,DenmarkTricked,nuke,19,19,0,1.02,16,11,3
04/07/19,GermanyBIG,DenmarkHeroic,nuke,16,16,0,0.92,16,7,1
04/07/19,GermanyBIG,DenmarkHeroic,inf,19,20,-1,0.95,16,13,1
03/07/19,GermanyBIG,BrazilMIBR,trn,21,21,0,0.92,16,19,2
03/07/19,GermanyBIG,BrazilMIBR,ovp,16,19,-3,0.86,16,7,2
03/07/19,GermanyBIG,BrazilMIBR,d2,18,18,0,1.03,11,16,2
02/07/19,GermanyBIG,DenmarkAstralis,ovp,9,15,-6,0.61,16,4,1
15/6/19,GermanyBIG,PolandVirtus.pro,d2,26,25,1,1.11,19,15,1
15/6/19,GermanyBIG,PolandVirtus.pro,mrg,7,17,-10,0.45,16,5,1
12/06/19,GermanyBIG,PolandVirtus.pro,inf,19,20,-1,1.15,11,16,1
12/06/19,GermanyBIG,PolandVirtus.pro,trn,23,14,9,1.43,11,16,1
11/06/19,GermanyBIG,Swedenfnatic,nuke,30,21,9,1.58,16,11,1
11/06/19,GermanyBIG,Swedenfnatic,ovp,14,18,-4,0.81,16,10,1
10/06/19,GermanyBIG,GermanySprout,d2,22,17,5,1.15,13,16,2
10/06/19,GermanyBIG,GermanySprout,mrg,25,18,7,1.48,16,10,2
10/06/19,GermanyBIG,GermanySprout,ovp,23,12,11,1.7,6,16,2
23/5/19,GermanyBIG,DenmarkNorth,trn,23,24,-1,1.02,16,13,2
23/5/19,GermanyBIG,DenmarkNorth,ovp,14,16,-2,0.92,16,6,2
22/5/19,GermanyBIG,UkraineNatus Vincere,mrg,12,17,-5,0.77,16,5,1
22/5/19,GermanyBIG,UkraineNatus Vincere,d2,15,21,-6,0.85,16,6,1
21/5/19,GermanyBIG,DenmarkHeroic,ovp,17,22,-5,0.98,16,13,1
21/5/19,GermanyBIG,DenmarkHeroic,inf,32,18,14,1.58,16,14,1
25/4/19,GermanyBIG,DenmarkAstralis,ovp,25,23,2,1.2,16,14,1
25/4/19,GermanyBIG,DenmarkAstralis,inf,32,23,9,1.34,17,19,1
25/4/19,GermanyBIG,DenmarkAstralis,d2,21,20,1,1.26,16,10,1
24/4/19,GermanyBIG,Franceex-3DMAX,d2,29,16,13,1.8,10,16,3
24/4/19,GermanyBIG,Franceex-3DMAX,mrg,22,23,-1,1.11,13,16,3
23/4/19,GermanyBIG,EuropeHellRaisers,ovp,17,21,-4,0.94,16,8,2
23/4/19,GermanyBIG,EuropeHellRaisers,trn,14,18,-4,0.83,16,8,2
23/4/19,GermanyBIG,EuropeHellRaisers,mrg,25,15,10,1.47,9,16,2
03/04/19,GermanyBIG,United StatesNRG,cch,15,16,-1,1.02,16,4,3
03/04/19,GermanyBIG,United StatesNRG,mrg,24,22,2,1.18,16,13,3
02/04/19,GermanyBIG,ChinaTYLOO,trn,14,18,-4,0.97,10,16,3
02/04/19,GermanyBIG,ChinaTYLOO,d2,25,19,6,1.24,13,16,3
02/04/19,GermanyBIG,ChinaTYLOO,inf,24,24,0,1.07,16,14,3
01/04/19,GermanyBIG,BrazilpaiN,inf,21,19,2,1.1,14,16,3
01/04/19,GermanyBIG,BrazilpaiN,cch,26,14,12,1.78,6,16,3
31/3/19,GermanyBIG,UkraineNatus Vincere,d2,18,20,-2,0.9,16,11,1
31/3/19,GermanyBIG,UkraineNatus Vincere,mrg,13,17,-4,1.03,16,4,1
30/3/19,GermanyBIG,FranceVitality,d2,11,19,-8,0.71,16,8,1
30/3/19,GermanyBIG,FranceVitality,ovp,16,19,-3,0.83,16,11,1
23/3/19,GermanyBIG,EuropeValiance,mrg,4,19,-15,0.45,16,5,3
23/3/19,GermanyBIG,EuropeValiance,d2,16,23,-7,0.84,16,13,3
22/3/19,GermanyBIG,DenmarkHeroic,cch,45,42,3,1.2,25,28,1
22/3/19,GermanyBIG,DenmarkHeroic,mrg,28,19,9,1.49,10,16,1
22/3/19,GermanyBIG,BulgariaWindigo,d2,17,21,-4,1,16,11,3
22/3/19,GermanyBIG,BulgariaWindigo,ovp,16,26,-10,0.77,16,14,3
21/2/19,GermanyBIG,FinlandENCE,ovp,16,24,-8,0.8,16,10,1
21/2/19,GermanyBIG,FinlandENCE,trn,20,26,-6,0.96,16,14,1
21/2/19,GermanyBIG,FinlandENCE,d2,23,13,10,1.48,5,16,1
20/2/19,GermanyBIG,FranceG2,mrg,25,16,9,1.31,16,13,1
